peak_in_padding,pointing_hit,peak_dist_px,pointing_hit_tol,energy_concentration,chance_rate,concentration_ratio,pixel_ap,pixel_auroc,iou@0.3,iou@0.5,iou@0.7,prob_malignant,label
True,False,235.28068344001383,False,0.003593911161106373,0.002656953828828829,1.352643437801307,0.003986638769804825,0.6733576626878133,0.0,0.0,0.0,0.542759895324707,1
False,False,440.50085130451225,False,0.0,0.002043269230769231,0.0,0.002043269230769231,0.14528662107850354,0.0,0.0,0.0,0.5383777022361755,0
False,False,66.49060083951716,False,0.002437857297137109,0.0010699632144878324,2.278449636517698,0.004059343268744726,0.8757639728328473,0.00250740825165261,0.00470286447199658,0.0,0.5731203556060791,0
False,False,296.2853354454115,False,8.803780022953221e-06,0.0014887225969645868,0.005913647069577357,0.0009658337787149555,0.25852507737892827,0.0,0.0,0.0,0.5458058714866638,1
False,False,245.39967400141344,False,0.0023513601902541382,0.0014980490523968785,1.5696149511873205,0.003752202703431205,0.8090140443865459,0.0,0.0,0.0,0.6011623740196228,1
False,False,407.5782133529711,False,0.0009133183233619961,0.000792572463768116,1.15234677599045,0.0009162390349173002,0.5878751995368496,0.0011303527139439433,0.0,0.0,0.6348461508750916,1
False,False,509.8676298805407,False,0.0003504103344878611,0.0005199809056192035,0.6738907731055731,0.0004325445983599901,0.4083951851366642,0.0,0.0,0.0,0.6579775214195251,1
False,False,295.6095397648729,False,0.00796901980449331,0.001962230477855478,4.061204784262984,0.019116132034189038,0.95310890128923,0.022991992234894443,0.0,0.0,0.4506629407405853,0
False,False,53.23532661682466,False,0.012638088270426966,0.002456253585771658,5.145270155995142,0.02581924961088694,0.957198486777969,0.01791142343520183,0.03366457108091665,0.013612565445026177,0.48732998967170715,0
False,False,279.7320146139873,False,6.925837790453368e-05,0.00013065888119953863,0.5300701894023124,0.00017671110905848904,0.6257851628251925,0.0,0.0,0.0,0.4611920416355133,0
False,False,346.44624402640017,False,0.0015112172434100107,0.0004370314302191465,3.457914325869471,0.0024207874990377527,0.9126018038623258,0.002603634878497039,0.0,0.0,0.4611920416355133,0
False,False,294.8236761184556,False,0.00021632491001521853,0.00019273522662076879,1.12239424939617,0.0002859691142342865,0.6652376245396634,0.0,0.0,0.0,0.5434700846672058,0
False,False,266.7376988728815,False,9.34345289414396e-05,0.0007216365461847389,0.12947588288789405,0.0005671092493799959,0.3844601757801057,0.0,0.0,0.0,0.5434700846672058,0
False,False,371.63557418524937,False,0.04100554950805239,0.018043785310734462,2.27255804709989,0.05459749795748201,0.8513862101971943,0.06730061530308828,0.0,0.0,0.5076180100440979,1
False,False,418.8221579620639,False,0.0005545054345568894,0.003530966767371601,0.1570406834980367,0.0024818457851419093,0.34009789342427277,0.0,0.0,0.0,0.5171703100204468,1
False,False,310.84562084739105,False,0.0020904387019376105,0.0009539072039072039,2.191448700015236,0.0025940733106979185,0.8263806429744491,0.003814901003318964,0.0,0.0,0.5247822403907776,1
False,False,295.7177708559295,False,0.0008770805502714012,0.0005961920024420025,1.4711377319368244,0.000980032145524308,0.7058880685695741,0.0,0.0,0.0,0.5247822403907776,1
False,False,265.93608254616373,False,6.2580407428476215e-06,0.0010012409747292418,0.0062502842979832475,0.0009116833466166273,0.2242730800592277,0.0,0.0,0.0,0.46404674649238586,1
False,False,243.67396249907375,False,0.0,0.0006862966305655837,0.0,0.0006862966305655837,0.19947786819699892,0.0,0.0,0.0,0.46404674649238586,1
False,False,125.15989773086265,False,0.0035414557631930155,0.007679503020318506,0.46115689437493496,0.008576264037482642,0.5971680007860425,0.0,0.0,0.0,0.36959901452064514,0
False,False,339.3287491504367,False,0.00040825031817666853,0.0041485507246376814,0.09840793695786944,0.002792522981507205,0.29850307782372587,0.0,0.0,0.0,0.4975644648075104,1
False,False,220.31114361284588,False,0.004397640507454179,0.0024164244186046513,1.8198957408291578,0.0044274175264314986,0.7506767723509513,0.004532969671359699,0.0,0.0,0.31581100821495056,1
False,False,469.5913116743111,False,0.0035855175398522314,0.004136904761904762,0.866715031216079,0.004233754031609044,0.5617737094505979,0.0,0.0,0.0,0.5649422407150269,0
False,False,340.7007484582328,False,0.018479545317314078,0.011205357142857144,1.6491705781188657,0.02945987251390949,0.8322220117678187,0.0010140445165542768,0.0,0.0,0.6130740642547607,0
False,False,160.262285020525,False,0.011415014319228015,0.008435333622183709,1.3532380378184659,0.011211422931591115,0.6598036628406065,0.005425149057313209,0.0,0.0,0.4830775260925293,0
False,False,89.20201791439474,False,0.016435302330898918,0.010516652123327516,1.562788436677766,0.01745291735095774,0.7300709816968995,0.02100333112468572,0.0147468399628651,0.0,0.5999445915222168,0
False,False,307.97564838798536,False,0.0,0.014026988636363636,0.0,0.014026988636363636,0.22929261746117502,0.0,0.0,0.0,0.42265599966049194,1
False,False,221.45202640752692,False,0.024638306569397295,0.02506026170798898,0.9831623810035005,0.02647452710204118,0.5719630839543313,0.0221441534439986,0.0034982052686013264,0.0,0.5856789946556091,1
True,False,338.43463179763387,False,0.0,0.0019569174757281555,0.0,0.0019569174757281555,0.13455994487594553,0.0,0.0,0.0,0.5415061116218567,1
True,False,381.1836827567518,False,0.0,0.0016231796116504855,0.0,0.0016231796116504855,0.13468210434615246,0.0,0.0,0.0,0.5415061116218567,1
False,False,278.29840100151495,False,0.0015782061004920526,0.0015682656826568266,1.0063384781961089,0.0020860602333279857,0.6533260076240142,0.0,0.0,0.0,0.5612631440162659,1
False,False,360.347054934545,False,0.0014569708259471392,0.0018680811808118082,0.7799290742354068,0.0021516791572796083,0.5890092713114079,0.0,0.0,0.0,0.5612631440162659,1
False,False,251.43189932862538,False,0.005242398506551895,0.017646144278606966,0.29708464488230646,0.013710782634442337,0.34143575072236304,0.0008268714857961854,0.0,0.0,0.37578585743904114,0
False,False,209.2868844433401,False,0.06186403806938336,0.023034218835804504,2.6857450000961873,0.09680736921866509,0.8873132405047036,0.06960861570790648,0.10013669623951325,0.06870810481413772,0.48412901163101196,0
False,False,30.886890422961002,False,0.043917975186120214,0.03443733377659575,1.2753012608649654,0.043358543233371225,0.5834551191635344,0.049531783628952296,0.012673791733661212,0.0,0.5568891167640686,1
False,False,207.28000385951367,False,0.03177214493247984,0.046746858465608464,0.6796637458719182,0.037971700844383394,0.40101726953599,0.027982100674105514,0.0,0.0,0.5598028302192688,1
False,False,268.96282270975667,False,0.0004281891249193067,0.0012477313974591652,0.34317412048078255,0.0007087655394109184,0.12087834262557431,0.0,0.0,0.0,0.6568031311035156,1
False,False,439.7419697959248,False,6.341900946177763e-05,0.001210212201591512,0.052403214393622284,0.0006874920526217517,0.14235967186224927,0.0,0.0,0.0,0.6123412251472473,1
False,False,414.18957012459884,False,0.005356076483394911,0.0038898273273273274,1.3769445357552756,0.006990420206403804,0.7456628726032505,3.159158400202186e-05,0.0,0.0,0.5415997505187988,0
False,False,236.8459414893994,False,0.0062971895887960925,0.004469032429558746,1.409072251779979,0.006356153639336759,0.6748971550354553,0.008453284480502487,0.0,0.0,0.5713524222373962,0
False,False,234.93190502781866,False,0.0,0.0003766166960611405,0.0,0.0003766166960611405,0.14816261268298064,0.0,0.0,0.0,0.4901398718357086,0
False,False,106.53168542738823,False,0.0,0.00026268115942028986,0.0,0.00026268115942028986,0.14639262125014724,0.0,0.0,0.0,0.4487071931362152,0
False,False,195.0,False,0.09764672080546578,0.1252680200729927,0.779502388147971,0.10443619910397088,0.4541739192198825,0.037613508442776736,0.0,0.0,0.6039371490478516,1
False,True,0.0,True,0.13733433236107995,0.06081140350877193,2.2583647874739436,0.6611901947136204,0.9267807584470604,0.1441455149042119,0.33058097150933574,0.3450956415407459,0.6040748953819275,1
False,False,182.60339536821323,False,0.28990280695816184,0.19204545454545455,1.509553077651967,0.2836288299018016,0.6660259304603028,0.23051284652281653,0.06561618901459723,0.008874554269001161,0.5099133253097534,1
False,False,43.0,False,0.4093098991127064,0.19876622267759564,2.0592527925462387,0.4753656855555469,0.7787256585961174,0.35426550296357995,0.3344330174546801,0.13976085189077714,0.4807441532611847,1
False,False,413.6520276754364,False,0.012183344287775733,0.005651939655172414,2.155604098962036,0.018458527358320855,0.8557782826729045,0.025020096463022508,0.0,0.0,0.5936630964279175,0
False,False,266.62708039507163,False,0.0027898424213104655,0.00102114602876798,2.732069990691175,0.005367539657143171,0.9112651422736093,0.008169719330610094,0.0,0.0,0.5394753813743591,0
False,False,381.43544670101124,False,0.0007009352972168287,0.0005825109649122807,1.203299747880937,0.0007297117901703921,0.6115410099094666,0.0,0.0,0.0,0.5461269021034241,0
False,False,67.446274915669,False,0.0013756782844927139,0.0005297991653625457,2.596603344120647,0.002021791085128253,0.8807612325206904,0.0018265866715375645,0.0019626707715989992,0.0,0.5205238461494446,0
True,False,237.0759372015642,False,0.0031084769514392284,0.005323483560090703,0.5839178268047972,0.004927756068770222,0.48161574920881894,0.0,0.0,0.0,0.46353933215141296,1
False,False,144.83784035948617,False,9.613493542997615e-05,0.003370358560090703,0.028523652221557394,0.002237001384292839,0.283080334950026,0.0,0.0,0.0,0.42201536893844604,1
False,False,384.4008324652797,False,0.005775572777706723,0.011567540322580646,0.4992913460117707,0.00933913729617929,0.4411559089298956,0.0,0.0,0.0,0.5257757306098938,0
False,False,264.51843035977663,False,0.001452093783510786,0.004843247588424437,0.2998182019398204,0.0035566846919968553,0.34899118524353656,0.0,0.0,0.0,0.5190017223358154,0
False,False,197.4968354176846,False,0.0027351082604733213,0.001533132946379215,1.7839994026172352,0.004318419893312191,0.8342985650856745,0.0031844208334609143,0.0,0.0,0.6162729859352112,0
False,False,202.1410398706804,False,0.0011084568041651206,0.001286967938087341,0.8612932547585302,0.0015513056880848623,0.6208789249021806,0.0,0.0,0.0,0.6162729859352112,0
True,False,324.07560846197606,False,0.002315283334491823,0.001380024941314554,1.677711224759736,0.0029606231433974644,0.7776144077241156,0.0,0.0,0.0,0.5528008341789246,0
True,False,310.01451578918045,False,0.0014417092072583526,0.0009215448943661971,1.5644481523061384,0.0018303578207008642,0.7636704391000287,0.0,0.0,0.0,0.5528008341789246,0
False,False,188.2153022471871,False,0.00610677688121108,0.0009918478260869566,6.156969567905966,0.01693796176572255,0.9731833359385329,0.011591594770549938,0.023642408570373107,0.0,0.5180150866508484,0
False,False,63.245553203367585,False,0.0002738291065199004,0.00012928486997635933,2.118029020487641,0.0003600837537355478,0.8185075760174583,0.0006526198023494313,0.0,0.0,0.529324471950531,0
False,False,365.3121952522253,False,0.0008171781182294656,0.0012158526490066224,0.6721029220910261,0.0013878980356166878,0.5733177926091413,0.0,0.0,0.0,0.4624645709991455,0
False,False,189.76037521042164,False,0.0010196364316563595,0.0014583333333333334,0.6991792674215036,0.0014443574512142125,0.5071521182822005,0.0,0.0,0.0,0.46318161487579346,0
False,False,227.85302280198084,False,0.009568140666442996,0.0052671370967741936,1.8165733093036271,0.010509277443373178,0.7665005866863593,0.015542430836182779,0.0,0.0,0.5348079204559326,0
False,False,268.00186566514793,False,0.002844832525583531,0.0009877873563218392,2.8800050004452906,0.007324299811334097,0.9379197548518897,0.003261191817373258,0.010635726371766982,0.0,0.5282086730003357,0
False,False,400.64947273146385,False,0.024067894693542296,0.034726456639566396,0.6930708463390988,0.03256115541186122,0.5260371821729972,0.009644221018792207,0.0,0.0,0.42982980608940125,1
False,False,405.8780605058618,False,0.005492003241270537,0.006321985094850949,0.8687149936091426,0.00771710337159111,0.6309638145350889,0.0,0.0,0.0,0.42982980608940125,1
False,True,0.0,True,0.1479701344789986,0.028175349973586897,5.251758527142123,0.4741434102220068,0.9470676140128136,0.13893239639334548,0.17740036393477718,0.26258473965094475,0.3640277087688446,1
False,False,68.4470598345904,False,0.0517850680340708,0.016017069466455362,3.2331175276803634,0.051508591906505606,0.8575418930657697,0.05772749958409582,0.05772005772005772,0.0064975461394898735,0.3640277087688446,1
False,False,113.17243480636087,False,0.04378910118148389,0.010717941098784997,4.085588899760597,0.049451243863751125,0.9027446281690588,0.04988988649839065,0.06127342481924155,0.012275083867032632,0.3640277087688446,1
False,False,214.03270778084362,False,0.08976216875779318,0.11815271406727829,0.7597131345343534,0.11080213399988377,0.5160356289184558,0.005232368009883362,0.0,0.0,0.5216243863105774,1
False,False,2.8284271247461903,True,0.05989192977113383,0.03846331120943953,1.5571184042115274,0.054775624195792266,0.5612772643429222,0.05788470190021209,0.0575716612942359,0.04833892106065224,0.4654967188835144,1
False,False,110.0,False,0.023514026101746844,0.012322364790286975,1.9082397333571575,0.031245838157967505,0.7914327638385075,0.028419131909024297,0.026950278611230175,0.0,0.5787407159805298,0
False,False,55.71355310873648,False,0.029725582364911535,0.016046135863586358,1.8525072090638388,0.03283206344629179,0.7831541569253371,0.03688520541720585,0.03550789064236497,0.0,0.5764768123626709,0
False,False,146.12323566086263,False,0.010342438551826053,0.0031563021702838063,3.276758052254575,0.025206727549507292,0.9433124435990992,0.010340849203070919,0.01684689283891029,0.020993575242059543,0.4724023938179016,1
False,False,370.95147930693037,False,0.007876094057736715,0.004727628410914928,1.6659714709287972,0.01182933933048625,0.8190959675327582,0.012556074028989428,0.010458839406207827,0.0,0.6237583756446838,1
False,False,222.27235545609355,False,0.0001098130321560965,0.0005492424242424242,0.19993545164972054,0.00034662587903762924,0.22526327972717514,0.0,0.0,0.0,0.6182575821876526,0
False,False,243.90571949013415,False,0.00043537633018325163,0.0005255681818181818,0.8283917201324571,0.0005738288977955774,0.5443188025511121,0.0,0.0,0.0,0.6182575821876526,0
False,False,309.2313050129304,False,0.0010145130953542493,0.0007149621212121213,1.4189746075418375,0.0013638750337204486,0.7416276230255558,0.0,0.0,0.0,0.6182575821876526,0
False,False,326.98929646090863,False,0.0020071855385212136,0.0007433712121212121,2.7001120110552885,0.004367452423516727,0.918283942557545,0.003148374676639862,0.007592610503917207,0.0,0.6182575821876526,0
False,False,342.06578314704325,False,0.002764762526222368,0.0008191287878787878,3.3752476620703127,0.01232088292666973,0.9693872556263586,0.003469228146870676,0.008366379727246348,0.0036559553588608813,0.6182575821876526,0
False,False,324.154284253656,False,0.0022013692528108373,0.000643939393939394,3.4185969573062414,0.010528718123946313,0.9714775320449219,0.002727254496961919,0.006577038398297708,0.0038767202946307423,0.6182575821876526,0
False,False,173.65770930194836,False,0.0007127048809214249,0.0007406345565749235,0.962289532124102,0.000883352079596801,0.5957978828837515,0.0,0.0,0.0,0.586048424243927,0
False,False,220.75552088226468,False,0.000714271252268056,0.00031536697247706424,2.2648892071917994,0.001013145179919555,0.8475639051329492,0.0011027937441518514,0.0,0.0,0.586048424243927,0
False,False,227.705950734714,False,0.0010418587897998881,0.000525611620795107,1.9821837048120055,0.0011357522729349867,0.7754505686979273,0.001837989573586419,0.0,0.0,0.586048424243927,0
False,False,273.7608445340568,False,0.0011625316672956665,0.0007597477064220184,1.5301548888782206,0.0012277364995293026,0.6981477035398151,0.0006002901402344466,0.0,0.0,0.586048424243927,0
False,False,313.38315206788,False,0.0002024382196820145,0.0002819189602446483,0.718072383305966,0.00030216293733336346,0.5376690724972596,0.0,0.0,0.0,0.586048424243927,0
False,False,345.1753177734468,False,5.658810336294656e-05,0.0005925076452599388,0.09550611509514077,0.00042968336414324056,0.3131516397083455,0.0,0.0,0.0,0.586048424243927,0
False,False,382.95822226451804,False,0.0014409157903647885,0.0008758618105515587,1.6451405609948866,0.0015647709179485137,0.7293310106956132,0.0026199282672046626,0.0,0.0,0.5644879341125488,0
False,False,357.64367742209566,False,0.001114496310883666,0.00046837529976019186,2.3794942035890623,0.001535218703026569,0.8576934124946112,0.0014010311589329747,0.0021123907633543606,0.0,0.5644879341125488,0
False,False,292.138665705175,False,0.0018372315678043241,0.0009133318345323741,2.011570711038433,0.0021348023317519205,0.7952017363518988,0.0027320107599193007,0.0,0.0,0.5644879341125488,0
False,False,375.9255245391034,False,0.002215086425472586,0.0007868705035971223,2.8150584058577324,0.0049883163411745335,0.9276888921700979,0.0023537323470073975,0.004865193594161768,0.0,0.5644879341125488,0
False,False,274.93453766305896,False,0.00204727037046772,0.0006604091726618705,3.1000029303286536,0.007408812208510621,0.958448481050657,0.0019754539340954944,0.004083287480814341,0.004192605768009148,0.5644879341125488,0
False,False,255.9726547895302,False,0.001495194225762615,0.000576101618705036,2.595365430709117,0.002558988441656007,0.8942913212646123,0.0017232683254875588,0.0035620167385827226,0.0,0.5644879341125488,0
False,False,147.98986451781082,False,0.002228432268815971,0.0008603872202591284,2.5900341338691892,0.0028105471995116594,0.8551022093751683,0.002573630608312689,0.004888888888888889,0.0,0.5133518576622009,0
False,False,283.6370920736567,False,0.002407427510840349,0.000823579210836278,2.9231280721568984,0.004843642468998563,0.9177668886271502,0.0024635287641067987,0.004679738562091504,0.0,0.5133518576622009,0
False,False,285.112258592997,False,0.0011259332138020698,0.0003956861012956419,2.8455212607046168,0.00201899264366557,0.9034689385484668,0.0011835948252133224,0.0022483660130718955,0.0,0.5133518576622009,0
False,False,291.5956103922005,False,0.002967109615581694,0.000869589222614841,3.412081863962898,0.010150693681353958,0.9605014168920134,0.002601156069364162,0.004941176470588235,0.011161217587373169,0.5133518576622009,0
False,False,339.418620585259,False,0.0024073719817849113,0.0006073321554770318,3.9638473940080288,0.017830230508799574,0.983720694040566,0.0018166804293971925,0.0034509803921568627,0.015034168564920273,0.5133518576622009,0
False,False,365.08766070630213,False,0.0009416857488886415,0.0009063972320376914,1.0389327279515375,0.0011294990576404505,0.6156905709316333,0.0002471203613448839,0.0,0.0,0.5133518576622009,0
False,False,287.60041724587256,False,0.002161485027704578,0.001691077817531306,1.2781700553910575,0.0027638441469429106,0.7215681140670418,0.0,0.0,0.0,0.5312336683273315,0
False,False,197.03045449879062,False,0.00015954027106983914,0.0013578869047619047,0.1174915749686925,0.0010487317438528858,0.39333362633896984,0.0,0.0,0.0,0.5395256280899048,0
False,False,264.841462010766,False,0.032164511999617174,0.10424584740990991,0.3085447794686882,0.0635038626879431,0.2272583074411019,0.008100620696910543,0.0,0.0,0.6021773815155029,1
False,False,207.85812469085735,False,0.12384929745971254,0.13415152186761228,0.9232045655205723,0.12466902528536672,0.5205985126872485,0.0803329975078212,0.010654985079195042,0.0,0.5806089639663696,1
False,False,245.12241839538055,False,0.004899033513350572,0.006295214245965498,0.7782155335682631,0.005372358675349364,0.4576443944483753,6.137755790972588e-05,0.0,0.0,0.550891101360321,1
False,False,213.84573879317773,False,0.0027927252790435246,0.004310941828254848,0.6478225386247147,0.004056237350721578,0.5177795478832441,0.0,0.0,0.0,0.41819363832473755,1
False,False,280.31589323475754,False,0.0,0.006767349498327759,0.0,0.006767349498327759,0.09094695674286868,0.0,0.0,0.0,0.5538633465766907,1
False,False,209.40152817016403,False,0.0010828422452252569,0.006863962472406181,0.15775759986718918,0.004625713787459871,0.29048938461190754,0.0,0.0,0.0,0.5353902578353882,1
False,False,327.46602877245147,False,0.00884832608988392,0.06811779350104821,0.1298974267237203,0.05084475228553446,0.3333748919531526,0.0,0.0,0.0,0.40762588381767273,1
False,False,289.22828354087363,False,0.11620586794672204,0.06300578517924024,1.8443682213647052,0.120679866487547,0.7796143200896035,0.1305890258958851,0.05463960616756455,0.00213977303121776,0.530022144317627,1
False,False,281.58480072617556,False,0.012801464186147036,0.03328081232492997,0.3846499917478794,0.027125525675679486,0.4568463928466022,0.0,0.0,0.0,0.4907000958919525,0
False,False,16.1245154965971,False,0.09330157699995191,0.027404538904899134,3.4046030595053107,0.2327636372488776,0.90531329981717,0.11651156362296139,0.27716657016020074,0.04779293308989367,0.5496917963027954,0
False,False,233.8482413874434,False,0.0488303852854589,0.05889963624338624,0.8290439194510644,0.05315679797433889,0.4473150287298703,0.039206441767267584,0.03814492505719601,0.02274262553478946,0.5433419346809387,0
False,False,149.21796138535066,False,0.07841464538484168,0.05610832678197065,1.39755807884898,0.08030389035052245,0.677059498767851,0.084518942491142,0.00496605930689532,0.0,0.5805288553237915,0
False,False,381.3712102401019,False,0.021728971730921504,0.015406746031746032,1.4103543789290969,0.023614532537021494,0.7083271654035246,0.013944655453065655,0.0,0.0,0.5219815969467163,1
False,False,81.02468759581859,False,0.01852638445411327,0.014787137681159421,1.2528715734971547,0.019117671859140033,0.645842438056561,0.020665080046298103,0.0,0.0,0.5195218920707703,1
False,False,109.62207806824317,False,0.0017265416666649748,0.0058135474860335195,0.2969859059056149,0.0042879494597099724,0.3787053264610247,0.0,0.0,0.0,0.504207968711853,0
False,False,353.79372521287036,False,0.0,0.004101015406162465,0.0,0.004101015406162465,0.14054266666080695,0.0,0.0,0.0,0.47537586092948914,0
False,False,159.02829936838285,False,0.0017477814560011987,0.0018288352272727273,0.9556801126406554,0.0019526691160584478,0.5428244332683805,0.0,0.0,0.0,0.6097988486289978,1
False,False,17.46424919657298,False,0.019214454100611938,0.008706039755351683,2.2070257706784115,0.03956317117436122,0.8926543570074343,0.028628681241068935,0.04739855194477185,0.016439403593730088,0.6038070321083069,0
False,False,185.58555978308226,False,0.015394960366173141,0.011960078534031414,1.2871955917653932,0.01960261830191855,0.6946898342662535,0.025830035953160465,0.0,0.0,0.6161182522773743,0
False,False,82.29216244576394,False,0.021923123939967062,0.025634328358208957,0.8552252133786277,0.02386728793237373,0.4895917574196481,0.02416880119702772,0.0,0.0,0.5775280594825745,0
False,False,57.688820407423826,False,0.03151909315183533,0.021785013089005236,1.4468246139242773,0.03654647038793129,0.6444292289727975,0.029844976739846176,0.044707212512366326,0.021193530395984383,0.58316570520401,0
False,False,113.0,False,0.012286572922667155,0.00807904411764706,1.5207953742732496,0.015271574116119636,0.7595523975375785,0.01874828222545055,0.0,0.0,0.5953134298324585,1
False,False,185.14858897652988,False,0.018229929657513695,0.008427622126436782,2.163116640022083,0.02626850740890399,0.8558600637059557,0.0278697530772543,0.025895068678225625,0.0,0.6061366200447083,1
True,False,396.0227266205817,False,0.0,0.005188160211267606,0.0,0.005188160211267606,0.12384067869724641,0.0,0.0,0.0,0.5603451132774353,1
False,False,182.20043907740728,False,0.006842538078393895,0.006845238095238095,0.9996055627566733,0.0072697208244499375,0.5785239244077891,0.0,0.0,0.0,0.6123871803283691,1
False,False,107.0,False,0.05855324988246939,0.018637628424657535,3.1416684863726325,0.1336396541232078,0.9456568274259831,0.08090216482393385,0.18235043644879712,0.06496919173613629,0.559867262840271,1
False,False,2.0,True,0.06916091339546505,0.01565340909090909,4.418265247768367,0.3791042704712455,0.979627495842543,0.06680893372456774,0.17895162377038135,0.2576966932725199,0.5554925799369812,1
False,False,323.7854227725516,False,0.016126285494257923,0.010017605633802816,1.6097944043477155,0.023998234031040313,0.8092834477907929,0.019059262919014882,0.024143007360672975,0.007623224728487886,0.6065671443939209,1
